preprocessamento,modelo,query_id,precision_at_10,recall_at_10,f1_at_10,ap,rr,ndcg_at_10
basico,BM25,26,0.2,0.3333333333333333,0.25,0.3852957084664401,1.0,0.5650722667842327
basico,Vetorial (TF-IDF),27,0.0,0.0,0.0,0.0651389953715535,0.07692307692307693,0.0
basico,BM25,27,0.1,0.3333333333333333,0.15384615384615383,0.11137685843568196,0.2,0.14704034066641014
basico,Vetorial (TF-IDF),28,0.0,0.0,0.0,0.0016485562438644597,0.0015503875968992248,0.0
basico,BM25,28,0.0,0.0,0.0,0.0018565153130326861,0.0019723865877712033,0.0
basico,Vetorial (TF-IDF),29,0.5,0.5555555555555556,0.5263157894736842,0.4089233262052016,1.0,0.49329832636923965
basico,BM25,29,0.4,0.4444444444444444,0.4210526315789474,0.4437695729698417,1.0,0.44465836968485467
basico,Vetorial (TF-IDF),30,0.1,0.14285714285714285,0.11764705882352941,0.062006176471934606,0.1,0.09557340967492547
basico,BM25,30,0.2,0.2857142857142857,0.23529411764705882,0.09462487317951236,0.125,0.17065501627721275
basico,Vetorial (TF-IDF),31,0.0,0.0,0.0,0.0007342143906020558,0.0007342143906020558,0.0
basico,BM25,31,0.0,0.0,0.0,0.0008561643835616438,0.0008561643835616438,0.0
basico,Vetorial (TF-IDF),32,0.0,0.0,0.0,0.02615876302462773,0.023255813953488372,0.0
basico,BM25,32,0.1,0.16666666666666666,0.125,0.05059675946588915,0.14285714285714285,0.04854647519781679
basico,Vetorial (TF-IDF),33,0.3,1.0,0.4615384615384615,0.6388888888888888,0.5,0.6973180732318199
basico,BM25,33,0.3,1.0,0.4615384615384615,0.6388888888888888,0.5,0.6973180732318199
basico,Vetorial (TF-IDF),34,0.3,0.5,0.37499999999999994,0.3391587944219523,0.3333333333333333,0.37151943211629324
basico,BM25,34,0.2,0.3333333333333333,0.25,0.32666217448826146,0.5,0.24661756247359967
basico,Vetorial (TF-IDF),35,0.0,0.0,0.0,0.02505369848301785,0.041666666666666664,0.0
basico,BM25,35,0.0,0.0,0.0,0.02310148320635041,0.03225806451612903,0.0
basico,Vetorial (TF-IDF),36,0.0,0.0,0.0,0.024166314900802024,0.043478260869565216,0.0
basico,BM25,36,0.1,0.5,0.16666666666666669,0.05187265917602996,0.1,0.13565197343244778
basico,Vetorial (TF-IDF),37,0.3,0.3333333333333333,0.3157894736842105,0.2229656366983956,0.3333333333333333,0.29921538892517874
basico,BM25,37,0.2,0.2222222222222222,0.2105263157894737,0.17947243074442593,0.16666666666666666,0.16887850996215795
basico,Vetorial (TF-IDF),38,0.1,0.1,0.10000000000000002,0.042637906465665745,0.2,0.06375806481812893
basico,BM25,38,0.0,0.0,0.0,0.058211692971537665,0.07692307692307693,0.0
basico,Vetorial (TF-IDF),39,0.3,0.23076923076923078,0.2608695652173913,0.14818690069900883,0.3333333333333333,0.2235336208661334
basico,BM25,39,0.3,0.23076923076923078,0.2608695652173913,0.12566102266697718,0.25,0.19776882186602604
basico,Vetorial (TF-IDF),40,0.1,0.08333333333333333,0.0909090909090909,0.042843658673222436,0.25,0.0676892029442097
basico,BM25,40,0.0,0.0,0.0,0.03341464913293938,0.05555555555555555,0.0
basico,Vetorial (TF-IDF),41,0.3,1.0,0.4615384615384615,0.7777777777777778,1.0,0.8844912478533464
basico,BM25,41,0.3,1.0,0.4615384615384615,0.9166666666666666,1.0,0.9491229041606436
basico,Vetorial (TF-IDF),42,0.3,0.6,0.4,0.24461716119250365,0.3333333333333333,0.4516655496808067
basico,BM25,42,0.2,0.4,0.26666666666666666,0.19289710289710288,0.25,0.31731405939539276
basico,Vetorial (TF-IDF),43,0.5,0.8333333333333334,0.625,0.7386856368563685,1.0,0.844718776167017
basico,BM25,43,0.4,0.6666666666666666,0.5,0.597035118019574,1.0,0.7325049263975889
basico,Vetorial (TF-IDF),44,0.0,0.0,0.0,0.0018291903312992318,0.0017513134851138354,0.0
basico,BM25,44,0.0,0.0,0.0,0.0025108108041110916,0.0015384615384615385,0.0
basico,Vetorial (TF-IDF),45,0.2,0.16666666666666666,0.1818181818181818,0.19382896674217456,1.0,0.3602664366984503
basico,BM25,45,0.2,0.16666666666666666,0.1818181818181818,0.17504565982265008,1.0,0.33384152684966495
basico,Vetorial (TF-IDF),46,0.5,0.3333333333333333,0.4,0.33491410046958836,1.0,0.5428485559193207
basico,BM25,46,0.4,0.26666666666666666,0.32,0.32766101856032387,1.0,0.48116158809443454
basico,Vetorial (TF-IDF),47,0.6,0.42857142857142855,0.5,0.31821470114950745,0.3333333333333333,0.4474020400111847
basico,BM25,47,0.6,0.42857142857142855,0.5,0.35467020198403226,0.3333333333333333,0.47378485464349146
basico,Vetorial (TF-IDF),48,0.2,0.18181818181818182,0.1904761904761905,0.1625078136171598,0.5,0.2556285969783467
basico,BM25,48,0.3,0.2727272727272727,0.28571428571428564,0.17876081946753264,0.5,0.35769312644664736
basico,Vetorial (TF-IDF),49,0.1,0.5,0.16666666666666669,0.17601246105919002,0.3333333333333333,0.38009376671593426
basico,BM25,49,0.1,0.5,0.16666666666666669,0.21428571428571427,0.3333333333333333,0.38009376671593426
basico,Vetorial (TF-IDF),50,0.0,0.0,0.0,0.016871621647481693,0.038461538461538464,0.0
basico,BM25,50,0.1,0.16666666666666666,0.125,0.04364031419971135,0.16666666666666666,0.16273773860559057
basico,Vetorial (TF-IDF),51,0.6,0.6,0.6,0.533749153245374,1.0,0.6090455023079975
basico,BM25,51,0.3,0.3,0.3,0.44001950328532285,1.0,0.32528696379087046
basico,Vetorial (TF-IDF),52,0.4,1.0,0.5714285714285715,0.6083333333333333,0.5,0.7105280158250001
basico,BM25,52,0.2,0.5,0.28571428571428575,0.4186720142602495,0.5,0.497223749750845
basico,Vetorial (TF-IDF),53,0.2,0.2,0.20000000000000004,0.23191317089354588,1.0,0.21964686745336068
