k1,b,query_id,ap,precision_at_10,ndcg_at_10
0.5,0.0,186,0.11637225442270667,0.1,0.08514311764162098
0.5,0.0,187,0.14502871230218617,0.2,0.2499373347912954
0.5,0.0,188,0.37143459364591674,0.5,0.5555706127543532
0.5,0.0,189,0.0898461091413372,0.1,0.06448146224987947
0.5,0.0,190,0.33999999999999997,0.2,0.36727330544598524
0.5,0.0,191,0.25976602519416725,0.3,0.17657615746207975
0.5,0.0,192,0.7050438596491229,0.3,0.8048099750039491
0.5,0.0,193,0.7925160122528543,0.7,0.8317013608960324
0.5,0.0,194,0.23149676890496965,0.3,0.3185290069434502
0.5,0.0,195,0.20264116575591987,0.1,0.2960819109658652
0.5,0.0,196,0.06353362848761131,0.1,0.0715672426213396
0.5,0.0,197,0.54,0.2,0.625639979507489
0.5,0.0,198,0.38988663484486874,0.3,0.6200766401929161
0.5,0.0,199,0.10492356923513951,0.1,0.11118257019233733
0.5,0.0,200,0.19610741561961073,0.1,0.23463936301137825
0.5,0.0,201,0.29400467898286803,0.4,0.5419497038985958
0.5,0.0,202,0.18645823435517875,0.3,0.24437518523786075
0.5,0.0,203,0.16623129175776732,0.2,0.36667828323227813
0.5,0.0,204,0.036216472839390855,0.0,0.0
0.5,0.0,205,0.8333333333333333,0.2,0.9197207891481876
0.5,0.0,206,0.3018796992481203,0.2,0.518149817909464
0.5,0.0,207,0.07636503281664572,0.1,0.14964602744783836
0.5,0.0,208,0.6246031746031746,0.6,0.7244320367953142
0.5,0.0,209,0.1146764778916704,0.1,0.1285972949104033
0.5,0.0,210,0.3693254453964368,0.2,0.48255059646431975
0.5,0.0,211,0.14636439810494234,0.1,0.10961368813261045
0.5,0.0,212,0.4525025436433978,0.5,0.4733723661547149
0.5,0.0,213,0.5271418717630588,0.5,0.5812253982491186
0.5,0.0,214,0.11339744690594766,0.1,0.19519002499605084
0.5,0.0,215,0.036309523809523805,0.0,0.0
0.5,0.0,216,0.002577319587628866,0.0,0.0
0.5,0.0,217,0.21696202455617905,0.3,0.22868622299091532
0.5,0.0,218,0.26250865568469567,0.3,0.27497414422435307
0.5,0.0,219,0.03744952253676326,0.0,0.0
0.5,0.0,220,0.15155314458888353,0.2,0.1538257944236774
0.5,0.0,221,0.20352330939953933,0.3,0.3236685753595891
0.5,0.0,222,0.8103581603581602,0.6,0.7685569666098717
0.5,0.0,223,0.550595238095238,0.3,0.6096199500078984
0.5,0.0,224,0.1095553745752828,0.1,0.083110417259943
0.5,0.0,225,0.07417790759948188,0.2,0.12521209699146182
0.5,0.75,1,0.16984041283494955,0.4,0.2817106255343429
0.5,0.75,2,0.23998688826978842,0.4,0.5431456199673088
0.5,0.75,3,0.6104610874200427,0.6,0.6569572885799752
0.5,0.75,4,0.5232558139534884,0.1,0.6131471927654584
0.5,0.75,5,0.546031746031746,0.3,0.6360509784974464
0.5,0.75,6,0.1609144088669951,0.1,0.20607801570427584
0.5,0.75,7,0.1376931169371145,0.2,0.24174372856281692
