preprocessamento,modelo,query_id,precision_at_10,recall_at_10,f1_at_10,ap,rr,ndcg_at_10
basico,Vetorial (TF-IDF),1,0.6,0.21428571428571427,0.3157894736842105,0.2781181806534883,1.0,0.4910813731802361
basico,BM25,1,0.6,0.21428571428571427,0.3157894736842105,0.24951659695683626,1.0,0.5001505063042675
basico,Vetorial (TF-IDF),2,0.4,0.16666666666666666,0.23529411764705882,0.1910716476201726,1.0,0.5345577640747083
basico,BM25,2,0.4,0.16666666666666666,0.23529411764705882,0.1712545676098928,1.0,0.5231840906933135
basico,Vetorial (TF-IDF),3,0.5,0.625,0.5555555555555556,0.6145179575326636,1.0,0.6705163756602877
basico,BM25,3,0.4,0.5,0.4444444444444445,0.6085069444444444,1.0,0.647939623894138
basico,Vetorial (TF-IDF),4,0.2,1.0,0.33333333333333337,0.625,1.0,0.8065735963827293
basico,BM25,4,0.2,1.0,0.33333333333333337,0.625,1.0,0.8065735963827293
basico,Vetorial (TF-IDF),5,0.1,0.25,0.14285714285714288,0.12802061122956646,0.16666666666666666,0.16992444743091037
basico,BM25,5,0.1,0.25,0.14285714285714288,0.19475867269984917,0.3333333333333333,0.2385191169365424
basico,Vetorial (TF-IDF),6,0.1,0.25,0.14285714285714288,0.06822201236263736,0.2,0.12635615681975276
basico,BM25,6,0.1,0.25,0.14285714285714288,0.15048278423258526,0.5,0.20607801570427584
basico,Vetorial (TF-IDF),7,0.2,0.4,0.26666666666666666,0.20445189249356313,0.3333333333333333,0.28591926394768896
basico,BM25,7,0.2,0.4,0.26666666666666666,0.2087207618589612,0.3333333333333333,0.28591926394768896
basico,Vetorial (TF-IDF),8,0.1,0.09090909090909091,0.09523809523809525,0.13880975255013983,0.5,0.16842717545221192
basico,BM25,8,0.1,0.09090909090909091,0.09523809523809525,0.16157288786376273,1.0,0.2669507571941387
basico,Vetorial (TF-IDF),9,0.3,1.0,0.4615384615384615,1.0,1.0,1.0
basico,BM25,9,0.3,1.0,0.4615384615384615,0.8055555555555555,1.0,0.9060254355346824
basico,Vetorial (TF-IDF),10,0.2,0.25,0.22222222222222224,0.1380735676013976,0.5,0.24434006843762668
basico,BM25,10,0.1,0.125,0.11111111111111112,0.11796329737672413,0.5,0.1323000828051301
basico,Vetorial (TF-IDF),11,0.3,0.42857142857142855,0.3529411764705882,0.21436803057753656,0.5,0.31107237928714015
basico,BM25,11,0.2,0.2857142857142857,0.23529411764705882,0.19847437467833393,0.5,0.2093030477261255
basico,Vetorial (TF-IDF),12,0.3,0.6,0.4,0.25469483568075113,0.3333333333333333,0.34184952785982126
basico,BM25,12,0.2,0.4,0.26666666666666666,0.21930033003300328,0.3333333333333333,0.23919165939156042
basico,Vetorial (TF-IDF),13,0.0,0.0,0.0,0.0032893146124499816,0.0029154518950437317,0.0
basico,BM25,13,0.0,0.0,0.0,0.0029649178037311967,0.002369668246445498,0.0
basico,Vetorial (TF-IDF),14,0.2,1.0,0.33333333333333337,0.7,1.0,0.9472941807962689
basico,BM25,14,0.2,1.0,0.33333333333333337,0.6666666666666666,1.0,0.9406765852469334
basico,Vetorial (TF-IDF),15,0.2,1.0,0.33333333333333337,0.75,1.0,0.7074887171046738
basico,BM25,15,0.2,1.0,0.33333333333333337,1.0,1.0,0.8597186998521972
basico,Vetorial (TF-IDF),16,0.1,0.3333333333333333,0.15384615384615383,0.20441254651780963,0.5,0.23981246656813146
basico,BM25,16,0.1,0.3333333333333333,0.15384615384615383,0.23928571428571424,0.5,0.23981246656813146
basico,Vetorial (TF-IDF),17,0.1,0.5,0.16666666666666669,0.5126582278481012,1.0,0.7039180890341347
basico,BM25,17,0.1,0.5,0.16666666666666669,0.1381578947368421,0.25,0.3031610197508214
basico,Vetorial (TF-IDF),18,0.1,0.3333333333333333,0.15384615384615383,0.12358207745908283,0.25,0.20210734650054762
basico,BM25,18,0.1,0.3333333333333333,0.15384615384615383,0.1679340937896071,0.3333333333333333,0.23463936301137825
basico,Vetorial (TF-IDF),19,0.1,0.1111111111111111,0.10526315789473685,0.05285769425763938,0.16666666666666666,0.035537476065670835
basico,BM25,19,0.1,0.1111111111111111,0.10526315789473685,0.04483257707492631,0.1,0.057677861191408206
basico,Vetorial (TF-IDF),20,0.5,0.5555555555555556,0.5263157894736842,0.5389363722697056,0.5,0.521529288209966
basico,BM25,20,0.4,0.4444444444444444,0.4210526315789474,0.42372833191247516,0.5,0.4507735274888854
basico,Vetorial (TF-IDF),21,0.2,0.5,0.28571428571428575,0.25223713646532436,0.5,0.4204087458402447
basico,BM25,21,0.2,0.5,0.28571428571428575,0.1704822954822955,0.3333333333333333,0.3634538711629086
basico,Vetorial (TF-IDF),22,0.0,0.0,0.0,0.001669449081803005,0.001669449081803005,0.0
basico,BM25,22,0.0,0.0,0.0,0.0017391304347826088,0.0017391304347826088,0.0
basico,Vetorial (TF-IDF),23,0.3,0.09375,0.14285714285714285,0.1567330754935089,0.25,0.24207264639545298
basico,BM25,23,0.1,0.03125,0.047619047619047616,0.14024405297873685,1.0,0.2620955839547857
basico,Vetorial (TF-IDF),24,0.2,0.6666666666666666,0.30769230769230765,0.4315126050420168,1.0,0.6787956981029196
basico,BM25,24,0.2,0.6666666666666666,0.30769230769230765,0.2661064425770308,0.5,0.4909032264228103
basico,Vetorial (TF-IDF),25,0.3,0.3333333333333333,0.3157894736842105,0.43556745946941583,1.0,0.4243947607491561
basico,BM25,25,0.5,0.5555555555555556,0.5263157894736842,0.4930941637794429,1.0,0.5418858558565275
basico,Vetorial (TF-IDF),26,0.2,0.3333333333333333,0.25,0.19388893479561561,0.3333333333333333,0.3072700862747648
basico,BM25,26,0.2,0.3333333333333333,0.25,0.3852957084664401,1.0,0.5650722667842327
basico,Vetorial (TF-IDF),27,0.0,0.0,0.0,0.08289720230018736,0.09090909090909091,0.0
basico,BM25,27,0.1,0.3333333333333333,0.15384615384615383,0.11137685843568196,0.2,0.14704034066641014
basico,Vetorial (TF-IDF),28,0.0,0.0,0.0,0.0021432218648941605,0.0024813895781637717,0.0
basico,BM25,28,0.0,0.0,0.0,0.0018565153130326861,0.0019723865877712033,0.0
basico,Vetorial (TF-IDF),29,0.5,0.5555555555555556,0.5263157894736842,0.4917780736863427,1.0,0.5579030996472875
basico,BM25,29,0.4,0.4444444444444444,0.4210526315789474,0.4437695729698417,1.0,0.44465836968485467
basico,Vetorial (TF-IDF),30,0.0,0.0,0.0,0.06596188436361097,0.09090909090909091,0.0
basico,BM25,30,0.2,0.2857142857142857,0.23529411764705882,0.09462487317951236,0.125,0.17065501627721275
basico,Vetorial (TF-IDF),31,0.0,0.0,0.0,0.0007961783439490446,0.0007961783439490446,0.0
basico,BM25,31,0.0,0.0,0.0,0.0008561643835616438,0.0008561643835616438,0.0
basico,Vetorial (TF-IDF),32,0.1,0.16666666666666666,0.125,0.038748321076075336,0.1,0.04209923526420769
basico,BM25,32,0.1,0.16666666666666666,0.125,0.05059675946588915,0.14285714285714285,0.04854647519781679
basico,Vetorial (TF-IDF),33,0.3,1.0,0.4615384615384615,0.6388888888888888,0.5,0.6973180732318199
basico,BM25,33,0.3,1.0,0.4615384615384615,0.6388888888888888,0.5,0.6973180732318199
basico,Vetorial (TF-IDF),34,0.2,0.3333333333333333,0.25,0.24418470418470417,0.16666666666666666,0.1601844304359353
basico,BM25,34,0.2,0.3333333333333333,0.25,0.32666217448826146,0.5,0.24661756247359967
basico,Vetorial (TF-IDF),35,0.0,0.0,0.0,0.036239847109412325,0.07142857142857142,0.0
basico,BM25,35,0.0,0.0,0.0,0.02310148320635041,0.03225806451612903,0.0
basico,Vetorial (TF-IDF),36,0.0,0.0,0.0,0.024688057040998218,0.045454545454545456,0.0
basico,BM25,36,0.1,0.5,0.16666666666666669,0.05187265917602996,0.1,0.13565197343244778
basico,Vetorial (TF-IDF),37,0.3,0.3333333333333333,0.3157894736842105,0.23071839321560134,0.3333333333333333,0.25661546690110393
basico,BM25,37,0.2,0.2222222222222222,0.2105263157894737,0.17947243074442593,0.16666666666666666,0.16887850996215795
